f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,treatment,conversion,visit,exposure
22.412496613441864,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-2.411114577488788,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
22.609663006043974,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
22.17563779875089,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-3.2821094810628875,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
23.153868239909556,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-5.116671866233181,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
26.30854086240581,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
12.616364906986497,10.059654474774547,8.991902094260531,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.9553959684262416,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
22.63626794327285,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-3.9937641349570603,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
22.44121212216548,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
24.54956374197303,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
13.95834813611004,10.059654474774547,8.214382844395335,1.2674251115359967,10.280525225748212,4.115453421277861,-6.699321423701454,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
25.85751682721845,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-6.699321423701454,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
24.27200624124771,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-11.299958497188548,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
24.681764816227982,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-3.9937641349570603,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
12.616364906986497,10.059654474774547,8.320659138076019,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.915573968052625,23.570167804020073,5.300374864042156,-0.16867922100056124,1,0,0,0
25.30186292910011,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
25.974163647954214,10.059654474774547,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,1,0,0,0
